userid,account,uncertainty_1,uncertainty_2,likelihood_e,reduc_e,likelihood_s,reduc_s,Finished,NoA.,1. NoA,1L. NoA._1,1L. NoA._1,2. NoA.,2L. NoA._1,2L. NoA._1,NoA.,1. NoA,1L. NoA._1,1L. NoA._1,2. NoA.,2M. NoA._1,2M. NoA._1,NoA.,1. NoA,1L. NoA_1,1L. NoA._1,2. NoA.,2H. NoA._1,2H. NoA._1,NoA,1. NoA.,1M. NoA._1,1M. NoA._1,2. NoA.,2L. NoA._1,2L. NoA._1,NoA.,1. NoA,1M. NoA._1,1M. NoA._1,2. NoA.,2M. NoA._1,2M. NoA._1,NoA.,1. NoA.,1M. NoA_1,1M. NoA._1,2. NoA.,2H. NoA._1,2H. NoA._1,NoA.,1. NoA.,1H. NoA._1,1H. NoA._1,2. NoA,2L. Acc._1,2L. Acc._1,NoA.,1. NoA.,1H. NoA_1,1H. NoA._1,2. NoA.,2M. Acc._1,2M. Acc._1,NoA.,1. NoA.,1H. NoA._1,1H. NoA._1,2. NoA,2H. Acc._1,2H. Acc._1,Acc.,1. Acc,1L. Acc._1,1L. Acc._1,2. Acc,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1L. Acc._1,1L. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1L. Acc._1,1L. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,crt,crt1,crt1_s,crt2,crt2_s,crt3,crt3_s,consc,consc_1,consc_2*,consc_2,consc_3,consc_4*,consc_4,extro,extro_1,extro_2*,extro_2,extro_3,extro_4*,extro_4,agree,agree_1,agree_2*,agree_2,agree_3,agree_4*,agree_4,open,open_1,open_2*,open_2,open_3*,open_3,open_4*,open_4,neuro,neuro_1,neuro_2*,neuro_2,neuro_3,neuro_4*,neuro_4,nfc,nfc_1,nfc_2,nfc_3*,nfc_3,nfc_4*,nfc_4,nfc_5*,nfc_5,nfc_6,nfc_7*,nfc_7,nfc_8*,nfc_8,nfc_9*,nfc_9,nfc_10,nfc_11,nfc_12*,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16*,nfc_16,nfc_17*,nfc_17,nfc_18,aomt,aomt_1,aomt_2,aomt_3,aomt_4*,aomt_4,aomt_5*,aomt_5,aomt_6*,aomt_6,aomt_7*,aomt_7,aomt_8,aomt_9,background,pol.party,pol.party_TEXT,pol.orient_1,pol.orient_2,pol.orient_3,educ,age,gender,race,pol.exp_1,pol.exp_2,pol.exp_3,pol.exp_4,pol.exp_5,pol.exp_6,pol.exp_7,pol.exp_8,policy
339,0,2,1,35,15,95,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,15,1,95,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6,5,6,2,6,7,1,5.5,6,6,2,5,5,3,6,5,6,2,6,7,1,6,6,6,2,7,1,5,3,1.75,2,2,6,2,1,7,4.722222222,5,6,6,2,3,5,5,3,6,3,5,1,7,3,5,6,7,7,1,4,5,2,7,1,5,3,4,4.888888889,6,6,7,6,2,3,5,3,5,2,6,7,4,1,1,,5,5,4,5,4,1,1,,,,,,1,1,,2
340,0,1,3,87,7,46,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,87,7,1,46,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6.5,6,6,2,7,7,1,5.25,5,6,2,6,4,4,6.5,6,6,2,7,7,1,6,6,6,2,5,3,7,1,3,5,2,6,2,3,5,4.388888889,5,6,7,1,2,6,3,5,7,2,6,3,5,3,5,6,7,2,6,7,6,2,5,3,4,4,2,4.888888889,7,6,7,6,2,2,6,3,5,4,4,4,5,1,1,,7,6,6,6,5,1,1,,,,1,,1,1,,1
341,1,1,1,75,7,85,9,1,1,1,75,7,1,85,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.5,7,4,4,7,4,4,7,7,7,1,7,7,1,5.25,5,5,3,5,6,2,5.5,7,5,3,3,5,7,1,5.75,7,7,1,6,3,5,4.055555556,7,5,4,4,2,6,2,6,6,4,4,4,4,2,6,6,6,6,2,4,2,2,2,6,2,6,7,4.888888889,6,7,6,4,4,2,6,4,4,3,5,5,7,1,5,,5,8,7,3,1,2,1,,,,,,,,1,2
342,0,2,3,70,30,85,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,70,30,1,85,66,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.5,7,3,5,6,2,6,5.25,5,5,3,4,7,1,5.5,5,5,3,6,6,2,5.5,7,6,2,3,5,6,2,4.5,7,4,4,6,1,7,4.277777778,7,5,3,5,1,7,3,5,1,7,1,5,3,2,6,6,6,6,2,4,4,4,3,5,3,5,7,4,6,7,6,3,5,2,6,3,5,2,6,4,3,1,3,,5,7,7,4,1,2,1,,,,1,,,,,2
343,0,2,1,80,40,90,9,1,,,,,,,,,,,,,,,,,,,,,,1,1,80,40,1,90,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.25,7,3,5,6,5,3,6.25,7,6,2,5,7,1,5.75,7,6,2,4,6,2,5.5,7,5,3,4,4,6,2,4.5,6,4,4,4,4,4,4.555555556,6,4,3,5,4,4,2,6,7,4,4,3,5,3,5,6,7,5,3,5,6,6,2,6,3,5,6,4.111111111,7,4,4,4,4,2,6,2,6,5,3,4,5,1,3,,5,5,5,5,1,2,1,,,1,,,,,,2
344,0,3,3,55,40,76,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,55,40,1,76,57,0,0.10,0, ,0,24,0,6.25,7,5,3,7,6,2,6,6,6,2,5,7,1,5.25,5,6,2,5,5,3,6.25,7,6,2,5,3,7,1,4.5,5,6,2,5,2,6,4.277777778,7,5,7,1,2,6,1,7,6,3,5,2,6,2,6,4,7,7,1,2,2,6,6,2,2,6,6,4.333333333,5,6,5,3,5,2,6,4,4,4,4,6,4,1,7,,6,7,6,3,1,2,3,,,,,,,,1,2
345,0,3,1,77,67,95,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,77,67,1,95,9,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.75,6,5,3,7,5,3,5.75,7,6,2,4,6,2,5.5,6,6,2,3,7,1,5.25,6,6,2,3,5,6,2,4.25,6,3,5,4,4,4,3.888888889,2,6,6,2,4,4,2,6,6,4,4,4,4,2,6,6,6,4,4,2,4,2,2,6,2,6,6,3.777777778,5,4,4,4,4,3,5,3,5,2,6,3,6,1,2,,6,5,6,5,1,2,1,,,1,1,,,,,2
346,1,3,3,65,70,70,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65,70,1,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5,7,3,5,6,4,4,5.5,4,6,2,5,7,1,4.5,5,5,3,2,6,2,6.25,6,6,2,6,2,7,1,4.25,7,3,5,3,4,4,4.277777778,2,6,6,2,6,2,3,5,3,2,6,5,3,2,6,6,4,6,2,4,4,4,6,2,2,6,6,4,4,6,6,3,5,3,5,2,6,3,5,5,4,1,7,,7,5,5,5,1,2,1,,,,1,,,,,2
347,1,1,2,60,6,90,45,1,,,,,,,,1,1,60,6,1,90,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0, ,0,24,0,5,7,2,6,7,4,4,5.25,5,5,3,4,7,1,5.5,7,6,2,3,6,2,6.25,6,6,2,6,2,7,1,4.75,7,4,4,4,4,4,4.555555556,7,6,6,2,3,5,2,6,6,5,3,5,3,3,5,6,6,3,5,3,2,5,3,5,5,3,6,4.444444444,6,5,6,4,4,3,5,4,4,4,4,4,4,1,2,,5,7,7,4,1,2,1,,,1,,,,,,2
348,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1,1,1,55,6,72,7,1,1,1,55,6,1,72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.75,7,2,6,6,4,4,5.5,5,6,2,4,7,1,5,5,5,3,4,6,2,5.5,6,6,2,4,4,6,2,4,6,3,5,4,3,5,4.055555556,4,6,6,2,2,6,1,7,6,3,5,2,6,2,6,6,5,6,2,5,4,4,2,6,2,6,7,4.222222222,5,3,6,3,5,4,4,3,5,3,5,5,6,1,3,,4,6,6,3,1,1,1,,,,,,1,,,2
350,0,2,2,55,35,75,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,55,35,1,75,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.75,6,4,4,5,4,4,5.5,4,6,2,5,7,1,4.5,4,5,3,4,5,3,5.25,7,5,3,3,5,6,2,4.5,6,4,4,5,3,5,4.222222222,5,6,7,1,2,6,1,7,4,4,4,4,4,2,6,6,6,6,2,4,7,2,4,4,4,4,2,4.444444444,6,6,6,4,4,2,6,2,6,4,4,5,5,1,7,,5,9,9,5,2,2,1,,,,,,,,1,2
351,1,3,2,70,50,90,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,70,50,1,90,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,6.25,7,4,4,7,7,1,5.5,6,6,2,4,6,2,5.5,6,6,2,4,6,2,5.25,6,6,2,3,5,6,2,4.75,6,5,3,4,4,4,4.444444444,7,3,6,2,2,6,1,7,5,4,4,3,5,2,6,7,6,6,2,4,6,6,2,6,6,2,4,3.888888889,5,4,4,4,4,2,6,2,6,3,5,6,5,1,2,,5,7,7,3,1,2,1,,,,1,,,,,2
352,1,2,2,65,20,80,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65,20,1,80,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.25,5,2,6,6,4,4,5.25,6,4,4,4,7,1,4.5,4,4,4,5,5,3,4,5,3,5,2,6,6,2,5.25,7,6,2,5,3,5,4.333333333,7,4,5,3,3,5,1,7,5,4,4,3,5,3,5,7,6,6,2,4,4,6,2,6,4,4,4,4.222222222,6,5,5,4,4,3,5,2,6,5,3,3,5,1,4,sincere,5,5,5,5,2,2,3,,,,,,,,1,2
353,0,1,1,80,8,90,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80,8,1,90,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.25,7,3,5,7,4,4,4.5,4,3,5,4,7,1,5.5,6,6,2,4,6,2,6,7,6,2,4,4,7,1,5,6,5,3,5,4,4,3.944444444,4,6,3,5,1,7,1,7,5,4,4,4,4,2,6,6,7,6,2,3,3,1,6,2,6,2,3,4.222222222,4,5,5,3,5,5,3,4,4,4,4,4,4,1,2,,5,7,7,3,1,2,5,,,,1,,,,,2
354,0,1,3,70,8,85,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,70,8,1,85,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.5,7,4,4,6,1,7,6.25,4,7,1,7,7,1,5,5,6,2,4,5,3,5.75,7,5,3,4,4,7,1,4.25,6,4,4,4,3,5,4.555555556,6,5,6,2,4,4,1,7,5,3,5,4,4,4,4,6,6,6,2,5,5,2,6,2,2,6,6,4,6,5,6,4,4,1,7,2,6,2,6,6,4,1,7,,5,6,7,4,2,2,1,,,,,1,,,,2
355,0,2,1,80,30,90,9,1,,,,,,,,,,,,,,,,,,,,,,1,1,80,30,1,90,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.75,7,3,5,7,6,2,6.25,6,7,1,6,6,2,5.5,6,6,2,4,6,2,6,7,6,2,4,4,7,1,4.25,5,4,4,4,4,4,4.222222222,5,6,6,2,3,5,2,6,6,4,4,2,6,2,6,6,6,4,4,4,2,2,6,2,4,4,6,4.111111111,3,6,4,4,4,3,5,2,6,4,4,5,6,1,2,,5,5,5,4,1,2,1,,,1,1,,,,,2
356,0,1,2,60,8,75,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60,8,1,75,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.5,6,5,3,6,5,3,5.25,5,5,3,5,6,2,5.25,6,6,2,3,6,2,5.75,7,5,3,4,4,7,1,4,5,3,5,4,4,4,4.555555556,5,5,5,3,5,3,2,6,5,3,5,4,4,4,4,6,6,5,3,5,6,3,5,3,2,6,6,4.111111111,5,4,5,4,4,4,4,2,6,3,5,4,6,1,1,,7,8,8,5,1,2,1,,,1,,,,1,,2
357,0,2,3,50,25,70,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,25,1,70,50,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.75,6,4,4,5,4,4,5,4,6,2,4,6,2,4.75,5,5,3,3,6,2,5.25,7,4,4,4,4,6,2,4,4,3,5,4,5,3,4,2,4,7,1,2,6,1,7,7,4,4,2,6,2,6,4,7,6,2,4,4,6,2,6,4,4,4,4.333333333,6,6,6,4,4,2,6,3,5,3,5,4,5,1,3,,3,5,5,3,1,2,1,,,,,1,,,,2
358,1,3,1,10,90,90,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,3.75,2,5,3,5,3,5,5.222222222,7,7,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.888888889,2,2,2,2,6,6,2,2,6,2,6,2,6,1,2,,7,7,7,5,4,1,1,,,,,1,,1,,2
359,1,2,2,50,50,50,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2,2,2,6,2,6,2,6,5.5,6,5,3,6,5,3,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,4.666666667,6,6,6,6,2,2,6,6,2,2,6,6,2,1,1,,2,2,2,5,4,1,1,,,,,1,,1,,2
360,0,2,3,50,50,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,10,90,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,4.75,6,6,2,1,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,3.75,2,5,3,3,5,3,5.222222222,7,7,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.888888889,2,2,2,2,6,6,2,1,7,2,6,2,7,1,2,,8,8,8,5,6,1,1,,,,,1,,1,,2
361,0,1,3,86,10,31,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,86,10,1,31,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.5,6,5,3,5,6,2,5,5,5,3,6,4,4,6,7,6,2,6,5,3,6,5,6,2,7,1,6,2,2.5,3,2,6,2,3,5,4.944444444,5,6,6,2,6,2,5,3,7,3,5,3,5,5,3,7,6,4,4,6,7,1,3,5,4,4,5,3.888888889,6,5,4,1,7,3,5,2,6,1,7,6,7,1,2,,7,6,5,5,5,1,1,,,,,1,1,,,2
362,0,3,2,10,89,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,89,1,50,50,,,,,,,,0,0.10,0,100,0,24,0,4,5,3,5,5,3,5,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2,2,2,6,2,6,2,6,5.5,6,5,3,5,6,2,2.944444444,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,7,2,6,2,2,6,6,2,2,6,6,4.777777778,6,6,7,6,2,2,6,6,2,2,6,6,2,1,1,,2,2,2,5,4,1,1,,,,,,,,1,2
363,1,1,1,70,6,92,10,1,1,1,70,6,1,92,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6.5,7,6,2,6,7,1,5.25,5,6,2,6,4,4,6.25,6,5,3,7,7,1,6,6,6,2,5,3,7,1,2.5,3,2,6,2,3,5,5.055555556,6,6,3,5,3,5,6,2,6,3,5,2,6,4,4,7,6,7,1,6,6,3,7,1,6,2,4,3.777777778,5,5,3,3,5,1,7,2,6,3,5,6,6,1,1,,3,3,5,5,4,1,1,,,,,1,,1,,2
364,1,3,2,10,90,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,3.75,2,5,3,5,3,5,5.222222222,7,7,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.777777778,2,2,2,2,6,6,2,1,7,2,6,2,6,1,2,,8,8,7,5,4,2,1,,,,,,,,1,2
365,0,3,1,6,23,84,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,23,1,84,9,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,5,3,4,6,2,4.75,4,6,2,6,3,5,6,6,6,2,7,5,3,5.5,6,6,2,5,3,5,3,3.25,2,3,5,4,4,4,4.611111111,5,5,6,2,7,1,4,4,6,5,3,2,6,3,5,7,6,2,6,7,1,5,4,4,6,2,2,4.777777778,6,7,5,6,2,2,6,2,6,4,4,4,7,1,3,,5,4,5,5,3,2,3,,,,,,,1,,2
366,1,1,3,90,10,10,10,1,,,,,,,,,,,,,,,1,1,90,10,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2.75,2,3,5,3,5,3,5,5.75,6,6,2,6,5,3,3.055555556,2,2,2,6,2,6,2,6,3,2,6,2,6,2,6,3,7,2,6,3,2,6,5,3,2,6,6,4.555555556,6,6,6,6,2,1,7,6,2,2,6,6,2,1,3,,3,3,3,5,4,1,1,,,,,,,,1,2
367,1,1,2,66,8,83,36,1,,,,,,,,1,1,66,8,1,83,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6.25,6,5,3,7,7,1,5,4,6,2,5,5,3,5.5,6,5,3,5,6,2,6,4,7,1,6,2,7,1,2.25,3,2,6,1,3,5,4.722222222,6,5,6,2,6,2,5,3,6,3,5,3,5,2,6,6,7,6,2,6,7,1,5,3,4,4,1,3.777777778,7,5,5,4,4,2,6,2,6,1,7,3,5,1,1,,5,4,3,6,4,2,1,,,,,1,1,1,,2
368,0,2,2,50,50,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,7,1,1,7,1,1,1,1,7,1,1,7,7,7,7,1,7,7,1,7,7,7,1,7,1,7,1,2.25,1,3,5,3,2,6,5.277777778,7,7,7,1,7,1,7,1,7,7,1,6,2,1,7,7,2,6,2,7,7,1,1,7,7,1,1,3,1,2,1,1,7,6,2,1,7,6,2,2,7,1,2,,8,8,8,5,5,1,1,,,,,,,,1,2
369,0,2,1,60,37,94,10,1,,,,,,,,,,,,,,,,,,,,,,1,1,60,37,1,94,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6,6,6,2,7,5,3,5.25,5,6,2,5,5,3,5.5,6,6,2,5,5,3,6,6,7,1,5,3,6,2,2,2,2,6,3,1,7,4.777777778,6,5,6,2,4,4,3,5,6,7,1,6,2,1,7,4,3,7,1,6,4,2,3,5,7,1,6,4,6,5,5,1,7,3,5,2,6,4,4,7,3,1,2,,7,8,8,6,6,2,1,,,,1,1,,1,,1
370,0,2,1,70,35,60,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,70,35,1,60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,4.5,7,2,6,7,2,6,4.75,4,4,4,4,7,1,5.5,6,6,2,5,5,3,5.75,7,6,2,4,4,6,2,4.75,6,5,3,6,2,6,3.944444444,7,7,2,6,4,4,1,7,7,4,4,2,6,2,6,2,6,6,2,2,5,4,2,6,2,6,6,3.666666667,3,4,6,4,4,3,5,1,7,3,5,5,4,1,4,peace,5,5,5,4,1,2,3,,,,,,,,1,2
371,0,1,1,86,10,89,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,86,10,1,89,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,4,5,3,5,5,3,5,6,6,6,2,6,6,2,7,7,7,1,7,7,1,2,2,2,6,2,6,2,6,5.25,6,5,3,5,5,3,2.666666667,1,1,1,7,1,7,1,7,2,2,6,2,6,2,6,2,7,2,6,2,2,6,6,2,2,6,6,4.777777778,6,6,7,6,2,2,6,6,2,2,6,6,2,1,1,,3,3,3,5,4,1,1,,,,,,,,1,2
372,0,3,3,26,76,57,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,26,76,1,57,76,0,0.10,0,100,0,24,0,3.75,5,5,3,3,2,6,5.5,5,6,2,7,4,4,5.25,5,5,3,5,6,2,6.5,6,6,2,7,1,7,1,2.5,3,2,6,2,3,5,4.944444444,6,5,6,2,7,1,4,4,6,3,5,3,5,2,6,7,6,6,2,5,6,1,4,4,5,3,7,3.111111111,4,5,3,2,6,1,7,2,6,1,7,5,5,1,3,,7,7,5,5,5,1,1,,,,,,1,1,,2
